@relation Example

@attribute text string
@attribute isValid {yes,no}

@data
'a position of great esteem (and supposed superiority); \"they put him on a pedestal\" pedestal',yes
'accepted or approved instance or example of a quantity or quality against which others are judged or measured or compared gauge,standard of measurement',yes
'sheet that forms a distinct (usually flat and rectangular) section or component of something panel',yes
'a thin cylindrical pointed writing implement; a rod of marking substance encased in wood pencil',no
'a vertical surface on which information can be displayed to public view display panel,display board,board',yes
'mechanical device consisting of a toothed wheel or rack engaged with a pawl that permits it to move in only one direction ratchet,rachet,ratch',no
'a filter in the fuel line that screens out dirt and rust particles from the fuel fuel filter',yes
'the positively charged electrode in a vacuum tube plate',yes
'electric lamp consisting of a transparent or translucent glass housing containing a wire filament (usually tungsten) that emits light when heated by electricity light bulb,lightbulb,bulb,incandescent lamp,electric light,electric-light bulb',no
'passageway (as in an air terminal) where passengers can embark or disembark gate',yes
'ammunition consisting of a cylindrical casing containing an explosive charge and a bullet; fired from a rifle or handgun cartridge',yes
'a news report that is reported first by one news organization; \"he got a scoop on the bribery of city officials\" exclusive,scoop',yes
'an electrical device that can injure or kill by means of electric currents; \"a bug zapper\" zapper',no
'large scissors with strong blades shears',no
'a used automobile tire that has been remolded to give it new treads retread,recap',no
'having abundant light or illumination; \"they played as long as it was light\"; \"as long as the lighting was good\" light,lighting',yes
'the metal bob of a plumb line plumb bob,plumb,plummet',yes
'thick cushion used as a seat ottoman,pouf,pouffe,puff,hassock',no
'a block of solid substance (such as soap or wax); \"a bar of chocolate\" cake,bar',yes
'brace consisting of a bar or rod used to resist longitudinal compression strut',yes
'a position on a scale of intensity or amount or quality; \"a moderate grade of intelligence\"; \"a high level of care is required\"; \"it is all a matter of degree\" degree,grade,level',yes
'an outer wrapping or casing; \"phonograph records were sold in cardboard jackets\" jacket',no
'something that floats on the surface of water float',yes
'a worker who splits fish and removes the backbone splitter',yes
'a sharp bend in a road or river elbow',yes
'a dashing young man; \"gay young blades bragged of their amorous adventures\" blade',yes
'a rapid gait of a horse in which each foot strikes the ground separately rack,single-foot',yes
'a worker who routes shipments for distribution and delivery router',yes
'a lock attached to the sashes of a double hung window that can fix both in the shut position sash fastener,sash lock,window lock',no
'the act of brushing your hair; \"he gave his hair a quick brush\" brush,brushing',yes
'a covering to disguise or conceal the face mask',yes
'trade name of a company that produces musical recordings; \"the artists and repertoire department of a recording label is responsible for finding new talent\" label,recording label',yes
'a series of consequences wrought by an event; \"it led to a train of disasters\" train',yes
'armor plate that protects the head helmet',yes
'an appliance designed to add moisture to the air in a building; \"The humidifier assures the appropriate moisture level for our paintings\" humidifier',no
'someone who washes dishes dishwasher',yes
'a soft bulky fabric with deep pile; used chiefly for clothing fleece',yes
'a small narrow pointed missile that is thrown or shot dart',no
'an enclosed chamber in which heat is produced to heat buildings, destroy refuse, smelt or refine ores, etc. furnace',no
'an opening that permits escape or release; \"he blocked the way out\"; \"the canyon had only one issue\" exit,issue,outlet,way out',yes
'a group of nearly parallel lines of electromagnetic radiation beam,ray,electron beam',yes
'a basin for washing genitals and anal area bidet',yes
'musical notation for a repeating pattern of musical beats; \"the orchestra omitted the last twelve bars of the song\" measure,bar',yes
'a model or standard for making comparisons template,templet,guide',yes
'a depository for goods; \"storehouses were built close to the docks\" storehouse,depot,entrepot,storage,store',yes
'a low metal guard to confine falling coals to a hearth fender',yes
'furniture with drawers for keeping clothes chest of drawers,chest,bureau,dresser',no
'a module designed to be inserted into a larger piece of equipment; \"he loaded a cartridge of fresh tape into the tape deck\" cartridge',no
'an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it recliner,reclining chair,lounger',no
'someone able to acquire new knowledge and skills rapidly and easily; \"she soaks up foreign languages like a sponge\" quick study,sponge',yes
'(usually in the plural) a necessary commodity for which demand is constant basic,staple',yes
'the joint of a mammal or bird that corresponds to the human elbow elbow',yes
'a buoyant board (resembling a surfboard) that is used to ride over water while being pulled behind a motorboat wake board,wakeboard',no
'a soldier (historically a mounted soldier) who is armed with a carbine carbineer,carabineer,carabinier',yes
'activity that frees or expresses creative energy or emotion; \"she had no other outlet for her feelings\"; \"he gave vent to his anger\" release,outlet,vent',yes
'an act so striking or impressive that the show must be delayed until the audience quiets down show-stopper,showstopper,stopper',yes
'the fleshy cushion-like underside of an animal\'s foot or of a human\'s finger pad',yes
'a push button at an outer door that gives a ringing or buzzing signal when pushed doorbell,bell,buzzer',no
'a large edge tool that cuts sheet metal by passing a blade through it shear',no
'a thin crisp slice of potato fried in deep fat chip,crisp,potato chip,Saratoga chip',no
'an electro-acoustic transducer that is the part of the arm of a record player that holds the needle and that is removable cartridge,pickup',yes
'someone who risks losses for the possibility of considerable gains speculator,plunger',yes
'a basketball shot made over the head with the hand that is farther from the basket hook shot,hook',yes
'colorless gas found in natural gas and petroleum; used as a fuel propane',yes
'receptacle providing a place in a wiring system where current can be taken to run electrical devices wall socket,wall plug,electric outlet,electrical outlet,outlet,electric receptacle',yes
'bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something throw',yes
'a carpenter\'s tool having a crank handle for turning and a socket to hold a bit for boring brace,bitstock',no
'a hand tool for removing weeds weeder,weed-whacker',no
'a piece of electronic equipment that keeps track of the operation of a system continuously and warns of trouble monitor',no
'a kitchen appliance used for cooking food; \"dinner was already on the stove\" stove,kitchen stove,range,kitchen range,cooking stove',no
'a portable enclosure in which babies may be left to play playpen,pen',yes
'capacitor having variable capacitance; used for making fine adjustments trimmer,trimming capacitor',yes
'a specialized leaf or bract that protects a bud or catkin scale,scale leaf',yes
'a fan run by an electric motor electric fan,blower',no
'pinkish table wine from red grapes whose skins were removed after fermentation began blush wine,pink wine,rose,rose wine',yes
'a man who is virile and sexually active stud,he-man,macho-man',yes
'(used in the plural) close-fitting trousers of heavy denim for manual work or casual wear jeans,blue jeans,denim',yes
'measuring instrument that consists of a float that trails from a ship by a knotted line in order to measure the ship\'s speed through the water log',yes
'an unattached counter in a kitchen that permits access from all sides kitchen island',no
'a gymnast who performs rolls and somersaults and twists etc. tumbler',yes
'a rack with hooks for temporarily holding coats and hats coatrack,coat rack,hatrack',no
'a saw used with one hand for cutting wood handsaw,hand saw,carpenter\'s saw',no
'a game in which one child chases the others; the one who is caught becomes the next chaser tag',yes
'device that enables something to be used in a way different from that for which it was intended or makes different pieces of apparatus compatible adapter,adaptor',no
'a small metal plate that attaches to the toe or heel of a shoe (as in tap dancing) tap',no
'a boxlike container in a piece of furniture; made so as to slide in and out drawer',no
'a substance that unites or bonds surfaces together adhesive material,adhesive agent,adhesive',no
'an artificial source of visible illumination lamp',no
'pool that provides a facility for swimming; \"`swimming bath\' is a British term\" swimming pool,swimming bath,natatorium',yes
'a bit for enlarging the upper part of a hole counterbore,countersink,countersink bit',yes
'a shaker for mixing cocktails cocktail shaker',no
'a power tool with a shaped cutter; used in carpentry for cutting grooves router',no
'an act that brings discredit to the person who does it; \"he made a huge blot on his copybook\" blot,smear,smirch,spot,stain',yes
'a British or Canadian lawyer who speaks in the higher courts of law on behalf of either the defense or prosecution barrister',yes
'a light two-wheeled carriage trap',yes
'waves breaking on the shore surf,breaker,breakers',yes
'(golf) the part of the fairway leading onto the green apron',yes
'exhaust hood over a kitchen range range hood',no
'a small roofed building affording shade and rest gazebo,summerhouse',no
'a device that shreds documents (usually in order to prevent the wrong people from reading them) shredder',no
'a brush used as an applicator (to apply paint) paintbrush',no
'an apparatus for burning fuel (or refuse); \"a diesel engine is an oil burner\" burner',yes
'a drink with ice cream floating in it ice-cream soda,ice-cream float,float',yes
'a plant cultivated for its blooms or blossoms flower',no
'a flexible implement used as an instrument of punishment switch',yes
'one of the paired hinged shells of certain molluscs and of brachiopods valve',yes
'a small flat compressed cake of some substance; \"a tablet of soap\" tablet',yes
'a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States bomber,grinder,hero,hero sandwich,hoagie,hoagy,Cuban sandwich,Italian sandwich,poor boy,sub,submarine,submarine sandwich,torpedo,wedge,zep',yes
'something crucial for explaining; \"the key to development is economic integration\" key',yes
'a bin for depositing things to be recycled recycling bin',no
'a whimsically eccentric person crackpot,crank,nut,nut case,fruitcake,screwball',yes
'a gymnastic exercise performed on the pommel horse when the gymnast moves his legs as the blades of scissors move scissors',yes
'a simple machine that gives a mechanical advantage when given a fulcrum lever',yes
'a statistical factor designed to remove the effect of inflation; inflation adjusted variables are in constant dollars deflator',yes
'a record in which commercial accounts are recorded; \"they got a subpoena to examine our books\" ledger,leger,account book,book of account,book',no
'a machine tool with a separate, upright stand; an electric drill is pressed into the work automatically or with a hand lever drill press',no
'a small chamber in which packing is compressed around a reciprocating shaft or piston to form a seal stuffing box,packing box',no
'someone whose occupation is printing printer,pressman',yes
'a line of persons or things ranged one behind the other file,single file,Indian file',yes
'a written record of messages sent or received; \"they kept a log of all transmission by the radio station\"; \"an email log\" log',yes
'long-legged three-toed black-and-white wading bird of inland ponds and marshes or brackish lagoons stilt,stiltbird,longlegs,long-legs,stilt plover,Himantopus stilt',yes
'a dose of medicine in the form of a small pellet pill,lozenge,tablet,tab',yes
'a communication system based on broadcasting electromagnetic waves radio,wireless',yes
'a large ladle; \"he used a scoop to serve the ice cream\" scoop',yes
'a piece of soft material that covers and protects an injured part of the body bandage,patch',yes
'flesh of a medium-sized young chicken suitable for frying fryer,frier,pullet',no
'a person who makes deceitful pretenses imposter,impostor,pretender,fake,faker,fraud,sham,shammer,pseudo,pseud,role player',yes
'a flat sheet of metal or glass on which a photographic image can be recorded plate,photographic plate',no
'an inflated ball used in playing basketball basketball',no
'(card games) a case from which playing cards are dealt one at a time shoe',yes
'light in a transparent protective case lantern',no
'a computer circuit with several inputs but only one output that can be activated by particular combinations of inputs gate,logic gate',no
'short for railway; \"he traveled by rail\"; \"he was concerned with rail safety\" rail',yes
'a wad of something chewable as tobacco chew,chaw,cud,quid,plug,wad',no
'a stiff switch used to hit students as punishment cane',no
'a bushy tail or part of a bushy tail (especially of the fox) brush',yes
'a course over which races are run racetrack,racecourse,raceway,track',yes
'control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit switch,electric switch,electrical switch',no
'a plate from which a diner eats during the main course of a meal dinner plate',no
'the human face (`kisser\' and `smiler\' and `mug\' are informal terms for `face\' and `phiz\' is British) countenance,physiognomy,phiz,visage,kisser,smiler,mug',yes
'(often followed by `of\') a large number or amount or extent; \"a batch of letters\"; \"a deal of trouble\"; \"a lot of money\"; \"he made a mint on the stock market\"; \"see the rest of the winners in our huge passel of photos\"; \"it must have cost plenty\"; \"a slew of journalists\"; \"a wad of money\" batch,deal,flock,good deal,great deal,hatful,heap,lot,mass,mess,mickle,mint,mountain,muckle,passel,peck,pile,plenty,pot,quite a little,raft,sight,slew,spate,stack,tidy sum,wad',yes
'a long-handled pruning saw with a curved blade at the end and sometimes a clipper; used to prune small trees pruner,pruning hook,lopper',no
'a wheeled vehicle consisting of a self-propelled engine that is used to draw trains along railway tracks locomotive,engine,locomotive engine,railway locomotive',yes
'any tree of the genus Pterocarya; fruit is a small winged nutlet; Caucasus to southeastern Asia wing nut,wing-nut',yes
'a suction pump for removing liquid from a sump sump pump',no
'a nautical unit of depth cable,cable length,cable\'s length',yes
'a control that maintains a steady speed in a machine (as by controlling the supply of fuel) governor,regulator',yes
'conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases tube,tubing',no
'a television reporter who coordinates a broadcast to which several correspondents contribute anchor,anchorman,anchorperson',yes
'a small ball at which players aim in lawn bowling jack',yes
'grinding tooth with a broad crown; located behind the premolars molar,grinder',no
'a pole or stake set up to mark something (as the start or end of a race track); \"a pair of posts marked the goal\"; \"the corner of the lot was indicated by a stake\" post,stake',no
'a bin that holds rubbish until it is collected ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin',no
'a platform where a (brass) band can play in the open air bandstand,outdoor stage,stand',yes
'an advertisement consisting of short scenes from a motion picture that will appear in the near future preview,prevue,trailer',yes
'a weapon that discharges a missile at high velocity (especially from a metal tube or barrel) gun',no
'a weapon with a handle and blade with a sharp point knife',yes
'male donkey jack,jackass',yes
'a slight amount or degree of difference; \"a tad too expensive\"; \"not a tad of difference\"; \"the new model is a shade better than the old one\" tad,shade',yes
'electronic equipment that is used to check the quality or content of electronic transmissions monitor',no
'a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist watchband,watchstrap,wristband,watch bracelet,bracelet',yes
'a kitchen appliance for disposing of garbage disposal,electric pig,garbage disposal',no
'an ardent follower and admirer fan,buff,devotee,lover',yes
'a heating element in an electric fire; \"an electric fire with three bars\" bar',no
'a device that trips like a switch and opens the circuit when overloaded circuit breaker,breaker',no
'a close-fitting pullover shirt jersey,T-shirt,tee shirt',yes
'autoclave for cooking at temperatures above the boiling point of water pressure cooker',no
'a clock that wakes a sleeper at some preset time alarm clock,alarm',no
'cotton knit pullover with long sleeves worn during athletic activity sweatshirt',no
'a strong line rope',yes
'a container so designed that the contents can be used in prescribed amounts dispenser',no
'a characteristic that provides pleasure and attracts; \"flowers are an attractor for bees\" attraction,attractor,attracter,attractive feature,magnet',yes
'sealed vessel where water is converted to steam boiler,steam boiler',no
'a dusty pink color rose,rosiness',no
'something that hardens to act as adhesive material cement',no
'a jumper that consists of a short piece of wire; \"it was a tangle of jumper cables and clip leads\" jumper cable,jumper lead,lead,booster cable',yes
'an ordered reference standard; \"judging on a scale of 1 to 10\" scale,scale of measurement,graduated table,ordered series',yes
'a long carpenter\'s plane used to shape the edges of boards so they will fit together jointer,jointer plane,jointing plane,long plane',no
'an appliance designed to extract humidity from the air and thereby cool it; \"we rarely turn on the air-conditioner\" air conditioner,A/C,air-conditioner',yes
'a circular ring of metal for holding keys key ring',no
'a clam that is usually steamed in the shell soft-shell clam,steamer,steamer clam,long-neck clam',yes
'a block of wood used to prevent the sliding or rolling of a heavy object chock,wedge',no
'(baseball) a hit that travels along the ground grounder,ground ball,groundball,hopper',yes
'a railing at the side of a staircase or balcony to prevent people from falling bannister,banister,balustrade,balusters,handrail',no
'a particular perspective or aspect of a situation; \"although he saw it in a different light, he still did not understand\" light',yes
'the territory claimed by a juvenile gang as its own turf',yes
'wood used for fuel; \"they collected and cut their own firewood\" firewood',yes
'adhesive tape used in dressing wounds plaster,adhesive plaster,sticking plaster',no
'someone who scans verse to determine the number and prosodic value of the syllables scanner',yes
'an opening that allows the passage of liquids or grain spout',no
'an excavation that is (usually) filled with water pool',yes
'a person who dresses in a particular way; \"she\'s an elegant dresser\"; \"he\'s a meticulous dresser\" dresser',yes
'the commercial enterprise of storing goods and materials storage',yes
'a movable barrier in a fence or wall gate',no
'an adult male who shaves shaver',yes
'a highly developed state of perfection; having a flawless or impeccable quality; \"they performed with great polish\"; \"I admired the exquisite refinement of his prose\"; \"almost an inspiration which gives to all work that finish which is almost art\"--Joseph Conrad polish,refinement,culture,cultivation,finish',yes
'a basketball maneuver; two defensive players shift assignments so that each guards the player usually guarded by the other switch',yes
'a small piece of anything (especially a piece that has been snipped off) snip,snippet,snipping',yes
'a dissolute man in fashionable society rake,rakehell,profligate,rip,blood,roue',yes
'street name for lysergic acid diethylamide acid,back breaker,battery-acid,dose,dot,Elvis,loony toons,Lucy in the sky with diamonds,pane,superman,window pane,Zen',yes
'a device that produces electricity; may have several primary or secondary cells arranged in parallel or series battery,electric battery',no
'an enclosure that is set back or indented recess,niche',yes
'a week at British universities during which side-shows and processions of floats are organized to raise money for charities rag,rag week',yes
'a generic term for any device whose possession entitles the holder to a means of access; \"a safe-deposit box usually requires two keys to open it\" key',yes
'a rack for displaying magazines magazine rack',no
'a transparency mounted in a frame; viewed with a slide projector slide,lantern slide',no
'pigeon that executes backward somersaults in flight or on the ground roller,tumbler,tumbler pigeon',yes
'framework consisting of an ornamental design made of strips of wood or metal lattice,latticework,fretwork',no
'someone concerned with the science or art or business of cultivating the soil agriculturist,agriculturalist,cultivator,grower,raiser',yes
'tableware that is relatively flat and fashioned as a single piece flatware',no
'transmitting speech at a distance telephone,telephony',yes
'an electrical device for starting and regulating fluorescent and discharge lamps ballast,light ballast',no
'a worker who thins out and trims trees and shrubs; \"untouched by the pruner\'s axe\" pruner,trimmer',yes
'a small amount of solid food; a mouthful; \"all they had left was a bit of bread\" morsel,bit,bite',yes
'the upper part of a column that supports the entablature capital,chapiter,cap',yes
'a detachment of troops guarding an army from surprise attack picket',yes
'kitchen appliance consisting of a small electric oven for toasting or warming food toaster oven',no
'the finishing line for a foot race; \"he broke the tape in record time\" tape',yes
'a prosthesis that replaces a missing leg peg,wooden leg,leg,pegleg',no
'a cylinder that revolves roller',no
'the act of chipping something chip,chipping,splintering',yes
'any plant (as ivy or periwinkle) that grows by creeping creeper',yes
'the whiteness that results from removing the color from something; \"a complete bleach usually requires several applications\" bleach',yes
'an instrument of torture that stretches or disjoints or mutilates victims rack,wheel',yes
'hand tool having a toothed blade for cutting saw',no
'the tableware (plates and platters and serving bowls etc.) used in serving a meal dinnerware',no
'a garden tool for trimming hedges hedge trimmer',no
'any of various small flat sweet cakes (`biscuit\' is the British term) cookie,cooky,biscuit',yes
'one of a number of closely spaced supports for a railing baluster',no
'man\'s close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet hose',yes
'a three-dimensional work of plastic art sculpture',no
'lever used to turn the rudder on a boat tiller',yes
'United States aviator who in 1933 made the first solo flight around the world (1899-1935) Post,Wiley Post',yes
'elastic straps that hold trousers up (usually used in the plural) brace,suspender,gallus',yes
'adjustable wrench that has one fixed and one adjustable jaw monkey-wrench,monkey wrench',no
'the hole (or metal container in the hole) on a golf green; \"he swore as the ball rimmed the cup and rolled away\"; \"put the flag back in the cup\" cup',yes
'a sharp-pointed awl for marking wood or metal to be cut scriber,scribe,scratch awl',no
'a dough-like mixture of whiting and boiled linseed oil; used especially to patch woodwork or secure panes of glass putty',no
'ammunition (usually of small caliber) loaded in flexible linked strips for use in a machine gun belt,belt ammunition,belted ammunition',yes
'an enclosed conduit for a fluid duct',yes
'the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates thorax,chest,pectus',yes
'the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close; \"he stuck his head in the doorway\" doorway,door,room access,threshold',yes
'a revolving tray placed on a dining table turntable,lazy Susan',no
'an informal term for a person\'s role; \"he took off his politician\'s hat and talked frankly\" hat',yes
'kitchen appliance used for baking or roasting oven',no
'a long fiberglass sports implement used for pole vaulting pole',no
'a necklace made by stringing objects together; \"a string of beads\"; \"a strand of pearls\" chain,string,strand',yes
'(used in the plural) underpants worn by women; \"she was afraid that her bloomers might have been showing\" bloomers,pants,drawers,knickers',yes
'the delivery and collection of letters and packages; \"it came by the first post\"; \"if you hurry you\'ll catch the post\" post',yes
'any artifact having a shape similar to a plane geometric figure with four equal sides and four right angles; \"a checkerboard has 64 squares\" square',yes
'an empty area or space; \"the huge desert voids\"; \"the emptiness of outer space\"; \"without their support he\'ll be ruling in a vacuum\" void,vacancy,emptiness,vacuum',yes
'a tent made of canvas fabric canvas tent,canvas,canvass',no
'usually large hard-shelled seed nut',no
'(architecture) a triangular bracket of brick or stone (usually of slight extent) corbel,truss',yes
'insulating material that reduces or prevents the transmission of heat or sound or electricity insulant,insulation',no
'bowl used with an electric mixer mixing bowl',no
'a level of existence or development; \"he lived on a worldly plane\" plane',yes
'a fungus that produces a superficial growth on various kinds of damp or decaying organic matter mold,mould',yes
'a relatively small amount of money given for services rendered (as by a waiter) gratuity,tip,pourboire,baksheesh,bakshish,bakshis,backsheesh',yes
'a narrow bed on which a patient lies during psychiatric or psychoanalytic treatment couch',no
'a collection of playing cards satisfying the rules of a card game book',yes
'steps consisting of two parallel members connected by rungs; for climbing up or down ladder',no
'a thin mortar that can be poured and used to fill cracks in masonry or brickwork grout',no
'a superfluous ornament embellishment',yes
'one of two antipodal points where the Earth\'s axis of rotation intersects the Earth\'s surface pole',yes
'(used in the plural) trousers that end at or above the knee short pants,shorts,trunks',no
'blockage consisting of an object designed to fill a hole tightly plug,stopper,stopple',no
'a hand tool for spreading something; \"he used his knife as a spreader\" spreader',no
'a power saw that has a steel disk with cutting teeth on the periphery; rotates on a spindle circular saw,buzz saw',yes
'a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion mulch',yes
'whip consisting of a strip of leather used in flogging strap',no
'a piece of furniture holding one or more electric light bulbs lamp',no
'the umbrellalike part of a parachute that fills with air canopy',yes
'electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope tube,vacuum tube,thermionic vacuum tube,thermionic tube,electron tube,thermionic valve',no
'a dish or dessert that is formed in or on a mold; \"a lobster mold\"; \"a gelatin dessert made in a mold\" mold,mould',yes
'the smallest detectable sensation threshold,limen',yes
'someone who is so ardently devoted to something that it resembles an addiction; \"a golf addict\"; \"a car nut\"; \"a bodybuilding freak\"; \"a news junkie\" addict,nut,freak,junkie,junky',yes
'a part of a forked or branching shape; \"he broke off one of the branches\" branch,leg,ramification',yes
'a large pot for making coffee or tea urn',no
'the most important or necessary part of something; \"the basis of this drink is orange juice\" basis,base',yes
'conveyance consisting of a wheeled support on which a camera can be mounted dolly',yes
'a pan used for frying foods frying pan,frypan,skillet',no
'a sudden happening that brings good fortune (as a sudden opportunity to make money); \"the demand for testing has created a boom for those unregulated laboratories where boxes of specimen jars are processed like an assembly line\" boom,bonanza,gold rush,gravy,godsend,manna from heaven,windfall,bunce',yes
'having the function of uniting a group of similar things; \"the Democratic Party is an umbrella for many liberal groups\"; \"under the umbrella of capitalism\" umbrella',yes
'a measuring instrument (acoustic or optical or electronic) for finding the distance of an object rangefinder,range finder',no
'a band that fits around the neck and is usually folded over collar,neckband',yes
'a collection of related things intended for use together; \"took a battery of achievement tests\" battery',yes
'something used to achieve a purpose; \"an engine of change\" engine',yes
'(linguistics) a rule describing (or prescribing) a linguistic practice rule,linguistic rule',yes
'a building with glass walls and roof; for the cultivation and exhibition of plants under controlled conditions greenhouse,glasshouse',yes
'a chemical substance that repels animals repellent,repellant',no
'the part of a sleeve that covers the elbow joint; \"his coat had patches over the elbows\" elbow',yes
'a power tool used for sanding wood; an endless loop of sandpaper is moved at high speed by an electric motor drum sander,electric sander,sander,smoother',no
'timepiece that indicates the daylight hours by the shadow that the gnomon casts on a calibrated dial sundial',no
'a variety of different things or activities; \"he answered a range of questions\"; \"he was impressed by the range and diversity of the collection\" range',yes
'a visual receptor cell that is sensitive to dim light rod,rod cell,retinal rod',yes
'the flat part of a tool or weapon that (usually) has a cutting edge blade',no
'kitchen appliance that cooks food by passing an electromagnetic wave through it; heat results from the absorption of energy by the water molecules in the food microwave,microwave oven',no
'the personnel of the film industry; \"a star of stage and screen\" filmdom,screenland,screen',yes
'a mechanical device that moves fluid or gas by pressure or suction pump',no
'a long horizontal timber to connect uprights stringer',yes
'one of four face cards in a deck bearing a picture of a young prince jack,knave',yes
'an ornament at the top of a spire or gable; usually a foliated fleur-de-lis finial',no
'a device that can hold a rechargeable battery by means of an electrical cable charger,battery charger',no
'someone who dives (into water) diver,plunger',yes
'an apparatus that produces a vapor or gas generator',yes
'cylindrical tumblers consisting of two parts that are held in place by springs; when they are aligned with a key the bolt can be thrown pin,pin tumbler',no
'an apparatus for exposing something to the air (as sewage) aerator',no
'the extreme end of something; especially something pointed tip',yes
'creating figures or designs in three dimensions sculpture,carving',yes
'private area in a theater or grandstand where a small group can watch the performance; \"the royal box was empty\" box,loge',yes
'a convex lens that focuses the rays of the sun; used to start a fire sunglass',no
'a cord worn around the neck to hold a knife or whistle lanyard,laniard',yes
'a hole (usually in wood) with the top part enlarged so that a screw or bolt will fit into it and lie below the surface countersink',no
'newspaper with half-size pages tabloid,rag,sheet',no
'a small vessel for travel on water boat',yes
'a writing implement for making a mark marker',yes
'a machine for washing dishes dishwasher,dish washer,dishwashing machine',no
'a rectangular piece of absorbent cloth (or paper) for drying or wiping towel',yes
'a pivoting roller attached to the bottom of furniture or trucks or portable machines to make them movable caster,castor',no
'narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay grass',yes
'the quantity a shovel can hold shovel,shovelful,spadeful',yes
'a small refracting telescope field glass,glass,spyglass',yes
'an open vessel with a handle and a spout for pouring pitcher,ewer',no
'a kitchen utensil made of material that does not melt easily; used for cooking cooking utensil,cookware',no
'horny plate covering and protecting part of the dorsal surface of the digits nail',no
'a piece of cloth that is generally triangular or tapering; used in making garments or umbrellas or sails gore,panel',yes
'the number of shares outstanding and available for trading by the public float',yes
'a disposable towel made of absorbent paper paper towel',no
'the force used in pulling; \"the pull of the moon\"; \"the pull of the current\" pull',yes
'an implement for cutting bolts bolt cutter',no
'restraint that attaches to something or holds something in place fastener,fastening,holdfast,fixing',yes
'a piece of cloth that is used as the inside surface of a garment liner,lining',no
'a rectangular drawing; \"the flowchart contained many boxes\" box',yes
'handwear: covers the hand and wrist glove',no
'a cloth covering consisting of the part of a pair of trousers that covers a person\'s leg leg',yes
'latticework used to support climbing plants trellis,treillage',no
'fruit juice especially when undiluted nectar',no
'tape coated with adhesive adhesive tape',no
'(genetics) the act of mixing different species or varieties of animals or plants and thus to produce hybrids hybridization,hybridisation,crossbreeding,crossing,cross,interbreeding,hybridizing',yes
'a long seat for more than one person bench',no
'a heavy open wagon usually having two wheels and drawn by an animal cart',yes
'the quantity contained in a bowl bowl,bowlful',yes
'a small canoe consisting of a light frame made watertight with animal skins; used by Eskimos kayak',yes
'the central part of a car wheel (or fan or propeller etc) through which the shaft or axle passes hub',no
'the quantity that a dustpan will hold dustpan,dustpanful',yes
'a lamp that sits on a table table lamp',no
'outer coat of especially sheep and yaks wool,fleece',no
'chain attached to wheels to increase traction on ice or snow tire chain,snow chain',no
'a device that produces a current of air blower',no
'an open area at the meeting of two or more streets public square,square',yes
'a folding chair for use outdoors; a wooden frame supports a length of canvas deck chair,beach chair',no
'any particular collection of letters or packages that is delivered; \"your mail is on the table\"; \"is there any post for me?\"; \"she was opening her post\" mail,post',yes
'bed linen consisting of a cover for a pillow; \"the burglar carried his loot in a pillowcase\" case,pillowcase,slip,pillow slip',yes
'a small table fixed to a wall or designed to stand against a wall console table,console',no
'a shaker with a perforated top for sprinkling powdered sugar caster,castor',no
'a band that goes over the shoulder and supports a garment or bag strap,shoulder strap',no
'depositing in a warehouse; \"they decided to reposition their furniture in a recommended repository in Brooklyn\"; \"my car is in storage\"; \"publishers reduced print runs to cut down the cost of warehousing\" repositing,reposition,storage,warehousing',yes
'activity that tries to conceal something; \"no mask could conceal his ignorance\"; \"they moved in under a mask of friendship\" mask',yes
'sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove phonograph record,phonograph recording,record,disk,disc,platter',yes
'an edge tool with a heavy bladed head mounted across a handle ax,axe',no
'a compressor that takes in air at atmospheric pressure and delivers it at a higher pressure air compressor',no
'street names for marijuana pot,grass,green goddess,dope,weed,gage,sess,sens,smoke,skunk,locoweed,Mary Jane',yes
'a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel sail,canvas,canvass,sheet',yes
'a mechanism that detonates the charge of a gun lock',yes
'a piece of furniture with shelves for storing books bookcase',no
'(mathematics) an unbounded two-dimensional shape; \"we will refer to the plane of the graph as the X-Y plane\"; \"any line joining two points on a plane lies wholly on that plane\" plane,sheet',yes
'a door that consists of a frame holding metallic or plastic netting; used to allow ventilation and to keep insects from entering a building through the open door; \"he heard the screen door slam as she left\" screen door',no
'an insulating liner in an opening through which conductors pass bushing',yes
'French playwright (1791-1861) Scribe,Augustin Eugene Scribe',yes
'washer that prevents a nut from loosening lockring,lock ring,lock washer',no
'an alloy (usually of lead and tin) used when melted to join two metal surfaces solder',yes
